pond cross id treatment sex sl region size resid type
7 6 96 P F 43.85 olf_size 4.49513274062638 11.1845820345017 pond
7 6 97 P F 38.84 olf_size 4.22852882222143 -2.50986803461827 pond
7 6 98 P F 39.64 olf_size 3.82229146127588 -1.27040897700938 pond
7 6 99 P M 51.05 olf_size 5.4160198645896 6.27408893253593 pond
8 4 51 NP M 30.37 olf_size 2.8140090432542 -7.72551374059224 pond
8 4 52 NP M 36.1 olf_size 4.61292109882466 -2.09947849365784 pond
8 4 58 NP M 37.42 olf_size 5.29771464236901 -5.88160230821143 pond
8 4 63 NP M 35.71 olf_size 4.23931853693862 -11.1411597049546 pond
8 4 64 NP F 32.1 olf_size 4.85051266464285 -7.2161137912106 pond
8 4 66 NP M 32.58 olf_size 3.66852472712291 -1.29576180347532 pond
8 4 69 NP F 37.47 olf_size 5.27175287213939 -2.67988743648326 pond
8 4 73 NP M 41.37 olf_size 4.82762737379444 2.92939657953958 pond
8 4 74 NP F 31.37 olf_size 2.11047706478657 -14.1909546831007 pond
8 4 75 NP F 32.02 olf_size 3.95954281496742 -6.59884006699816 pond
8 4 83 NP F 40.91 olf_size 3.0277053122396 4.71516186264674 pond
8 4 84 NP F 35.25 olf_size 5.07656516802054 2.15293376782104 pond
8 4 86 NP F 37.69 olf_size 5.99242616797655 10.6662556235619 pond
8 4 87 NP F 40.69 olf_size 5.84666302025562 6.95450920536039 pond
8 4 90 NP F 40.23 olf_size 5.48403289860004 12.5162444661244 pond
8 4 91 NP M 43.72 olf_size 6.40663055388455 -0.0394020535690703 pond
8 4 92 NP M 39.09 olf_size 4.68414176455225 4.38862192126145 pond
8 4 93 NP F 37.65 olf_size 6.87102367342102 9.95311858883954 pond
8 4 96 NP M 40.04 olf_size 4.39338705277756 1.32756581164974 pond
8 4 97 NP F 40.54 olf_size 6.08193798134619 2.66168078633958 pond
8 4 98 NP M 37.59 olf_size 6.54813816369031 -0.471818739089007 pond
9 7 51 NP F 34.14 olf_size 3.13707749478091 -6.17263295778655 pond
9 7 52 NP M 38.05 olf_size 4.89056829931853 -5.78644233556601 pond
9 7 55 NP M 34.64 olf_size 4.02083056151454 -4.92070259241987 pond
9 7 57 NP M 32.8 olf_size 4.55632973699909 -7.16104997950245 pond
9 7 76 NP M 36.2 olf_size 4.61227303565343 -4.73378871588902 pond
9 7 77 NP F 37.27 olf_size 4.78647366989207 -2.50544661613648 pond
9 7 78 NP F 52.4 olf_size 5.01919290690894 -1.51972728903188 pond
9 7 79 NP M 48 olf_size 2.49350409795392 -3.39420777762326 pond
9 7 80 NP M 50.79 olf_size 2.91316827320964 -13.0624745332456 pond
9 7 83 NP M 41.34 olf_size 5.8325013589997 3.50410164586559 pond
9 7 87 NP F 54.05 olf_size 4.6564915058723 10.2968859302714 pond
9 7 88 NP M 44.51 olf_size 4.50819821496752 -2.54541543478417 pond
9 7 89 NP M 47.66 olf_size 3.39938782439988 -4.49960360111115 pond
9 7 91 NP F 48.17 olf_size 2.48579974063095 -6.37352501071727 pond
9 7 92 NP F 60.53 olf_size 7.57028542245355 8.41321294830652 pond
9 7 94 NP F 51.8 olf_size 3.27249234748937 9.61108956191266 pond
9 7 95 NP F 55.24 olf_size 5.97310546387383 3.10128782490863 pond
9 7 96 NP F 50.54 olf_size 3.05868967561098 -7.88461619262685 pond
9 7 98 NP F 35.26 olf_size 3.11035883894107 -6.23692486832739 pond
9 7 100 NP M 37.05 olf_size 3.43182669913047 -2.05539009330844 pond
10 4 79 P M 47.19 tele_size 40.4331288750872 1.6062404014413 pond
10 4 81 P M 37.48 tele_size 27.9916890123496 0.75332706732932 pond
10 4 82 P F 44.47 tele_size 41.573093889379 1.78813403268935 pond
10 4 83 P F 44.95 tele_size 39.3420114441905 4.07969462327623 pond
10 4 84 P F 36.91 tele_size 29.2147040296887 0.0236533719284935 pond
10 4 85 P M 38.08 tele_size 31.4617490826581 1.94106607506108 pond
10 4 86 P M 34.77 tele_size 31.8901393223424 0.420336724121564 pond
10 4 88 P M 43.34 tele_size 30.2000399454363 1.73488973045766 pond
10 4 89 P F 32.37 tele_size 30.212471269326 0.187788576317171 pond
10 4 90 P F 37.25 tele_size 32.6332118768553 1.54006416950392 pond
10 4 91 P M 35.26 tele_size 31.8650411252054 2.90041424934769 pond
10 4 92 P M 39.25 tele_size 30.6632008924646 0.943326507253602 pond
10 4 94 P F 41.55 tele_size 36.719279806161 3.74805732274053 pond
10 4 95 P F 40.27 tele_size 38.8802896702589 3.96917690386646 pond
10 4 96 P M 37.81 tele_size 29.6612846978888 0.937252145911874 pond
10 4 97 P M 36.1 tele_size 18.3864815142025 -1.40887654659383 pond
10 4 98 P F 36.78 tele_size 27.0634498702154 0.531379760276901 pond
10 4 99 P F 44.55 tele_size 34.548861015852 1.85168622593691 pond
10 4 100 P F 42.66 tele_size 37.9402122071924 0.845934344704685 pond
11 1 58 P F 33.23 tele_size 23.7495219716809 -1.65840750255249 pond
11 1 62 P F 33.2 tele_size 22.4194919068246 -0.206815782738872 pond
11 1 66 P M 51.18 tele_size 19.4044151400285 -1.96159071438397 pond
11 1 76 P M 47.21 tele_size 35.5594363272383 -0.149037463071856 pond
11 1 77 P M 39.29 tele_size 32.9456271714987 0.161158158028633 pond
11 1 80 P M 51.64 tele_size 36.7761206562793 6.05105063826406 pond
11 1 87 P M 40.35 tele_size 35.9910089557273 -0.915291559762232 pond
11 1 88 P M 38.05 tele_size 19.4088194546464 -0.898992244569634 pond
11 1 89 P M 34.13 tele_size 21.3754677417446 -0.790445960233205 pond
11 1 90 P F 37.76 tele_size 34.6507677166644 0.818492258943318 pond
11 1 91 P F 36.61 tele_size 36.4928496226797 2.96096373497227 pond
11 1 92 P F 39.82 tele_size 29.3800172680246 -0.270374137698926 pond
11 1 93 P F 47.84 tele_size 48.4433984251115 2.64533394866735 pond
11 1 94 P M 55.78 tele_size 49.2120606257952 1.85968534116716 pond
11 1 95 P F 35.22 tele_size 26.2318446273672 0.453166702618307 pond
11 1 96 P M 47.48 tele_size 47.6095207594819 2.60855804269288 pond
11 1 97 P M 49.32 tele_size 39.9287747948806 1.44544221234782 pond
11 1 98 P F 45.15 tele_size 35.7184088730115 0.0426221942222421 pond
11 1 99 P F 37.39 tele_size 26.733673909336 2.35657525458264 pond
11 1 100 P F 37.1 tele_size 31.5069783921481 0.945095869506061 pond
12 2 51 P F 37.13 tele_size 28.8329097147432 1.46504440333544 pond
12 2 54 P F 38.63 tele_size 23.4989948025916 0.0103636851774754 pond
12 2 57 P F 46.46 tele_size 54.4818656789963 0.00802779804915718 pond
12 2 61 P F 47.35 tele_size 45.9710758781386 0.169800804616814 pond
12 2 63 P F 43.3 tele_size 27.9939429680641 0.758228640560028 pond
12 2 67 P F 42.5 tele_size 35.1060352392259 2.85530975482688 pond
12 2 72 P M 39.22 tele_size 24.2899768773813 -0.531768938100594 pond
12 2 74 P F 36.79 tele_size 25.1417306373119 -0.697615571670053 pond
12 2 75 P F 37.09 tele_size 22.5854466823032 -0.839434832930801 pond
12 2 76 P M 47.59 tele_size 30.6568972085534 -0.881558122692074 pond
12 2 80 P M 49.51 tele_size 40.5507651960762 -2.43003227479064 pond
12 2 88 P F 39.77 tele_size 19.0735332018028 -2.77557071411525 pond
12 2 89 P M 40.42 tele_size 26.8169924912738 -0.0419205298655933 pond
12 2 91 P M 44.65 tele_size 38.1949035024798 1.61146303193002 pond
12 2 92 P M 36.79 tele_size 15.6390060945484 -0.368764400840028 pond
12 2 93 P F 47.05 tele_size 28.1555014327094 -2.62907424169609 pond
12 2 94 P M 45.91 tele_size 26.5728879541929 -1.88418495503959 pond
12 2 96 P M 51.61 tele_size 21.9914111966962 -2.15280918980067 pond
12 2 100 P M 37.64 tele_size 26.1165742982128 -0.105493055177341 pond
13 7 54 P F 38.7 tele_size 28.5730176064876 -0.887725335784857 pond
13 7 58 P F 38.18 tele_size 24.3714124424989 -0.527444492843342 pond
13 7 61 P F 39.22 tele_size 22.2189131924942 -1.63697668200204 pond
13 7 64 P M 35.13 tele_size 30.4558914630335 0.570164325965894 pond
13 7 67 P F 30.98 tele_size 16.9279696877719 -1.98617785437153 pond
13 7 69 P M 44.64 tele_size 23.3940383697436 -2.07232795919198 pond
13 7 71 P M 43.14 tele_size 32.543154129259 0.035835581687239 pond
13 7 79 P M 62.37 tele_size 14.7923092028445 -3.23529848122672 pond
13 7 80 P F 46.61 tele_size 39.6936759748096 -3.42612828375398 pond
13 7 81 P F 40.39 tele_size 20.1170274768617 -1.68601623189009 pond
13 7 82 P M 41.42 tele_size 20.7428299728897 -0.632113016560806 pond
13 7 84 P M 36.15 tele_size 18.8947609234454 -1.53628036230145 pond
13 7 88 P M 55.64 tele_size 32.0053790872083 -3.45583174980352 pond
13 7 89 P M 55.08 tele_size 30.6688795853689 -1.7452727613776 pond
13 7 91 P F 41.57 tele_size 18.643570767403 -2.61631505976056 pond
13 7 92 P F 42.09 tele_size 25.9911950391894 0.367012236733046 pond
13 7 94 P F 46.96 tele_size 35.4722889526608 1.73380348274723 pond
13 7 95 P M 45.71 tele_size 29.3065582899977 0.319607121697605 pond
13 7 97 P M 39.95 tele_size 23.5988922963656 -0.361411042494978 pond
13 7 100 P M 46.98 tele_size 39.0808068593325 1.26421040555626 pond
14 2 76 NP M 43.52 tele_size 49.5791906784759 1.51492431951503 pond
14 2 77 NP M 47.02 tele_size 47.6508030657127 0.930681905283295 pond
14 2 80 NP M 42.4 tele_size 33.6726206344655 -1.04579295332497 pond
14 2 82 NP F 48.86 tele_size 44.0845358201446 1.80750628609535 pond
14 2 83 NP F 31.36 tele_size 21.9680422212026 0.631905908880428 pond
14 2 84 NP F 34.03 tele_size 25.0023285509654 1.29964634015306 pond
14 2 85 NP F 43.03 tele_size 41.3221662975465 -0.403301371698819 pond
14 2 86 NP M 49.95 tele_size 42.9652549744163 2.95809534712912 pond
14 2 88 NP F 42.51 tele_size 51.3846948322313 -0.030660097871261 pond
14 2 89 NP F 45.32 tele_size 37.4382413031438 1.00266037298364 pond
14 2 90 NP F 38.87 tele_size 35.9103912375464 1.24534443651579 pond
14 2 91 NP F 39.43 tele_size 42.1215893165892 1.6696805001877 pond
14 2 93 NP F 43.57 tele_size 43.606890572621 0.659268960450726 pond
14 2 94 NP M 43.4 tele_size 35.6820768068301 0.235183270077941 pond
14 2 95 NP M 40.1 tele_size 28.1064863943352 -0.997046387667266 pond
14 2 97 NP F 42.45 tele_size 37.5310211844924 0.30117614534756 pond
14 2 98 NP M 40.7 tele_size 35.5845811518127 -0.588724914166551 pond
14 2 99 NP M 42.33 tele_size 33.0596246479701 0.406405796491314 pond
14 2 100 NP M 46.23 tele_size 35.5437869298748 1.47030879596016 pond
5 1 53 NP M 33.53 tele_size 29.7320328735738 -0.272208981547817 pond
5 1 54 NP F 27.91 tele_size 24.5135916049231 -0.948895790175765 pond
5 1 56 NP M 28.05 tele_size 51.4615287637601 3.63745421075415 pond
5 1 58 NP F 26.94 tele_size 31.4918256488855 1.45381638533264 pond
5 1 61 NP M 37.97 tele_size 28.1532829493961 -0.14580101093266 pond
5 1 64 NP M 26.05 tele_size 29.0107781605881 0.230331456170914 pond
5 1 65 NP M 34.8 tele_size 23.4913051439099 -2.32195392333512 pond
5 1 78 NP F 33.35 tele_size 24.5816208579275 -1.30568494019141 pond
5 1 82 NP F 32.48 tele_size 22.5857235026426 -1.79962804611486 pond
5 1 84 NP F 34.78 tele_size 30.9232187181909 -0.672736852129999 pond
5 1 87 NP F 37.86 tele_size 31.9440015192497 -0.0345603786705025 pond
5 1 89 NP F 37.69 tele_size 32.7834496802823 0.504231583861026 pond
5 1 91 NP F 42.89 tele_size 36.2001640402487 2.12681735334802 pond
5 1 93 NP F 34.51 tele_size 27.4760083243274 -1.250712772974 pond
5 1 94 NP M 34.11 tele_size 20.6707326134386 -0.884670510608198 pond
5 1 95 NP F 35.33 tele_size 25.6953594798067 -0.854927072621481 pond
5 1 97 NP M 39.55 tele_size 28.5773519844362 -1.75031238321481 pond
5 1 98 NP M 39.95 tele_size 37.5421932271125 0.5610382164319 pond
5 1 99 NP M 37.63 tele_size 29.0872399616707 -1.80087623050185 pond
5 1 100 NP M 36.41 tele_size 28.5961138005967 -0.26674661522875 pond
6 6 52 NP M 30.89 tele_size 22.3718170207625 -1.33661213403525 pond
6 6 54 NP F 30.6 tele_size 35.6014097373813 1.01887526506419 pond
6 6 57 NP M 31.22 tele_size 20.9735918801834 -0.452347427801213 pond
6 6 58 NP M 35.13 tele_size 17.9660630204178 -2.06828366396418 pond
6 6 64 NP M 44.26 tele_size 38.9887449320685 -0.854330997033316 pond
6 6 69 NP F 37.53 tele_size 39.3570371168895 -0.079377309703922 pond
6 6 72 NP M 35.74 tele_size 34.0754236480096 -1.14652993545051 pond
6 6 73 NP M 36.73 tele_size 27.4771491325308 -0.206620492993141 pond
6 6 75 NP F 28.91 tele_size 23.9721080530413 -1.93236486736766 pond
6 6 76 NP F 35.24 tele_size 57.1242787481874 3.19701387954451 pond
6 6 77 NP F 42.91 tele_size 48.2085410870879 1.91145631381493 pond
6 6 91 NP F 37.53 tele_size 33.6966383935308 0.663960098819605 pond
6 6 92 NP F 42.89 tele_size 43.8766664968925 -2.24867298499808 pond
6 6 94 NP F 42 tele_size 33.5486660487006 -2.2394772197135 pond
6 6 95 NP F 34.06 tele_size 21.2629616223911 -1.25851328544621 pond
6 6 97 NP M 43.39 tele_size 37.2967409307049 0.457711111655945 pond
6 6 98 NP M 35.95 tele_size 21.214646266079 -1.31768657239299 pond
6 6 99 NP F 39.34 tele_size 41.5051591968832 -0.47963691367563 pond
6 6 100 NP M 39.78 tele_size 31.0773102375001 -0.411642627273966 pond
7 6 65 P F 35.27 tele_size 26.3993073810024 0.485062017602646 pond
7 6 66 P M 43.89 tele_size 23.7365881646565 -2.51084888797263 pond
7 6 67 P M 41.6 tele_size 33.1377924358735 -0.440817374008958 pond
7 6 68 P M 40.67 tele_size 25.7057380145026 -0.900079146703093 pond
7 6 69 P M 43.51 tele_size 39.310971299129 -1.83648207464116 pond
7 6 70 P M 44.67 tele_size 39.8277892616252 0.564706154410932 pond
7 6 71 P F 36.16 tele_size 29.88291192724 -1.71375427717096 pond
7 6 74 P M 41.23 tele_size 20.5396004302345 -0.970457531134129 pond
7 6 75 P M 47 tele_size 35.3918000512531 0.887627215847271 pond
7 6 83 P F 38.06 tele_size 28.9874703532182 1.35781546265459 pond
7 6 84 P F 42.17 tele_size 38.3601147183653 -0.904544403095172 pond
7 6 85 P F 45.45 tele_size 43.6161935905993 -1.2153376539942 pond
7 6 93 P F 39.14 tele_size 30.4828796046175 0.256363307971866 pond
7 6 94 P M 37.67 tele_size 25.857961668166 0.880368546108209 pond
7 6 95 P F 40.19 tele_size 25.8915553559116 0.260904613722214 pond
7 6 96 P F 43.85 tele_size 39.9648005902936 -0.307545287410549 pond
7 6 97 P F 38.84 tele_size 27.1954225757602 -0.351337724530806 pond
7 6 98 P F 39.64 tele_size 27.6207621843186 -0.793153765122611 pond
7 6 99 P M 51.05 tele_size 41.6380014967818 0.293133719736349 pond
8 4 51 NP M 30.37 tele_size 12.7981345987768 -1.38916823274326 pond
8 4 52 NP M 36.1 tele_size 27.2587943472316 0.154911529860868 pond
8 4 58 NP M 37.42 tele_size 21.2989203346733 0.781000251988886 pond
8 4 63 NP M 35.71 tele_size 22.88938294387 -0.201346425697626 pond
8 4 64 NP F 32.1 tele_size 23.6564366924176 0.57039649391035 pond
8 4 66 NP M 32.58 tele_size 20.6073201262918 -0.632938651397347 pond
8 4 69 NP F 37.47 tele_size 24.0868520017793 0.752814814281378 pond
8 4 73 NP M 41.37 tele_size 29.331291258659 0.135243252660916 pond
8 4 74 NP F 31.37 tele_size 14.9426465254353 -2.13717356076872 pond
8 4 75 NP F 32.02 tele_size 23.0959044932938 -0.317015487800454 pond
8 4 83 NP F 40.91 tele_size 35.6240782032608 -1.64422106809733 pond
8 4 84 NP F 35.25 tele_size 32.7472929252165 0.656357946180896 pond
8 4 86 NP F 37.69 tele_size 42.369919617665 1.46370397321581 pond
8 4 87 NP F 40.69 tele_size 36.9759413803185 1.18452077682142 pond
8 4 90 NP F 40.23 tele_size 43.7706442739817 0.842348395962431 pond
8 4 91 NP M 43.72 tele_size 36.0350446624153 1.60973406129014 pond
8 4 92 NP M 39.09 tele_size 35.9949002915342 0.0931568804105598 pond
8 4 93 NP F 37.65 tele_size 41.2289523801313 2.3440804126426 pond
8 4 96 NP M 40.04 tele_size 31.6083954722679 -0.239847513444062 pond
8 4 97 NP F 40.54 tele_size 36.3053536843743 1.42646674034565 pond
8 4 98 NP M 37.59 tele_size 32.8328502683251 2.02386330388536 pond
9 7 51 NP F 34.14 tele_size 23.1605904566282 -1.23376430904955 pond
9 7 52 NP M 38.05 tele_size 24.0075341267058 0.345835698716983 pond
9 7 55 NP M 34.64 tele_size 24.078350995277 -0.372247917094833 pond
9 7 57 NP M 32.8 tele_size 20.667932720762 0.245082221576109 pond
9 7 76 NP M 36.2 tele_size 25.8360811046597 0.14981613173385 pond
9 7 77 NP F 37.27 tele_size 28.3775898318347 0.27643028194562 pond
9 7 78 NP F 52.4 tele_size 41.0035073672951 -0.163732259847378 pond
9 7 79 NP M 48 tele_size 38.0165848943834 -2.49373833074798 pond
9 7 80 NP M 50.79 tele_size 29.8703751500694 -2.19815480075858 pond
9 7 83 NP M 41.34 tele_size 34.5231701935106 1.14145143835291 pond
9 7 87 NP F 54.05 tele_size 53.2860180269106 -0.599814687654424 pond
9 7 88 NP M 44.51 tele_size 33.6242131819876 -0.323832223777566 pond
9 7 89 NP M 47.66 tele_size 36.2058780463515 -1.57273366545235 pond
9 7 91 NP F 48.17 tele_size 36.0729118574345 -2.50900315749577 pond
9 7 92 NP F 60.53 tele_size 56.9161123470081 2.02579192379213 pond
9 7 94 NP F 51.8 tele_size 49.8128245255103 -1.88374880953225 pond
9 7 95 NP F 55.24 tele_size 50.0888828178539 0.663875984373298 pond
9 7 96 NP F 50.54 tele_size 39.8928277384945 -2.04151506096778 pond
9 7 98 NP F 35.26 tele_size 26.1502462717928 -1.31029311639416 pond
9 7 100 NP M 37.05 tele_size 23.2855302616769 -1.06843255191325 pond
10 4 79 P M 47.19 optic_size 114.883312394241 15.4062449262069 pond
10 4 81 P M 37.48 optic_size 75.948340616847 -8.41224879823504 pond
10 4 82 P F 44.47 optic_size 117.013747175453 21.7711617160732 pond
10 4 83 P F 44.95 optic_size 95.2601033934854 -0.729743596832872 pond
10 4 84 P F 36.91 optic_size 78.7882916167807 -4.68492473031134 pond
10 4 85 P M 38.08 optic_size 90.2764936918087 4.98182736305318 pond
10 4 86 P M 34.77 optic_size 88.5605036930644 8.41882833807484 pond
10 4 88 P M 43.34 optic_size 90.5976427341349 -2.88576453782584 pond
10 4 89 P F 32.37 optic_size 84.2391780856341 7.83381038533891 pond
10 4 90 P F 37.25 optic_size 75.1960928294249 -8.80643376874885 pond
10 4 91 P M 35.26 optic_size 91.7477508221663 10.8432459876766 pond
10 4 92 P M 39.25 optic_size 93.223141031582 6.10702472116291 pond
10 4 94 P F 41.55 optic_size 97.5734567978689 6.87671231836775 pond
10 4 95 P F 40.27 optic_size 106.624777811871 17.9207307482071 pond
10 4 96 P M 37.81 optic_size 78.7576848903359 -6.11664682726656 pond
10 4 97 P M 36.1 optic_size 62.4950710644971 -19.7171414491356 pond
10 4 98 P F 36.78 optic_size 75.0245876353165 -8.24624538047959 pond
10 4 99 P F 44.55 optic_size 96.0842977738576 0.717168725988464 pond
10 4 100 P F 42.66 optic_size 107.381463802314 14.9566770325172 pond
11 1 58 P F 33.23 optic_size 71.1578707311314 -6.58634054542925 pond
11 1 62 P F 33.2 optic_size 65.9362140602223 -11.7612933706547 pond
11 1 66 P M 51.18 optic_size 67.8524897573132 -37.8361891866492 pond
11 1 76 P M 47.21 optic_size 97.4308317928932 -2.07737157226231 pond
11 1 77 P M 39.29 optic_size 101.581576929871 14.4031888252067 pond
11 1 80 P M 51.64 optic_size 101.171095364718 -5.23370921306129 pond
11 1 87 P M 40.35 optic_size 89.4215551120229 0.592964459868896 pond
11 1 88 P M 38.05 optic_size 62.591527784116 -22.6564346989558 pond
11 1 89 P M 34.13 optic_size 71.2053757617604 -7.93995088531064 pond
11 1 90 P F 37.76 optic_size 98.9678072963577 14.1713153215614 pond
11 1 91 P F 36.61 optic_size 97.9060146701489 14.8998367798936 pond
11 1 92 P F 39.82 optic_size 82.3258679117484 -5.6776214666606 pond
11 1 93 P F 47.84 optic_size 109.876567119157 9.38758299464426 pond
11 1 94 P M 55.78 optic_size 129.081736861374 16.2318015792474 pond
11 1 95 P F 35.22 optic_size 76.3473034145306 -4.49492962571417 pond
11 1 96 P M 47.48 optic_size 137.090728771822 37.1621907955139 pond
11 1 97 P M 49.32 optic_size 106.726810510166 3.93376999859192 pond
11 1 98 P F 45.15 optic_size 96.4297836249347 0.128577663391908 pond
11 1 99 P F 37.39 optic_size 86.6175337270396 2.39705584900863 pond
11 1 100 P F 37.1 optic_size 89.7249048148205 5.95589744506518 pond
12 2 51 P F 37.13 optic_size 81.8111999493708 -2.00451126606827 pond
12 2 54 P F 38.63 optic_size 78.6668799155952 -7.48402358402784 pond
12 2 57 P F 46.46 optic_size 122.595688671515 24.2550814484511 pond
12 2 61 P F 47.35 optic_size 123.907656182099 24.181501537086 pond
12 2 63 P F 43.3 optic_size 96.4502362099848 3.02910073226899 pond
12 2 67 P F 42.5 optic_size 118.889893231222 26.7141936384045 pond
12 2 72 P M 39.22 optic_size 86.9546123733713 -0.114800091364059 pond
12 2 74 P F 36.79 optic_size 78.4162020000001 -4.87019896435725 pond
12 2 75 P F 37.09 optic_size 63.7969807216859 -19.9564586995082 pond
12 2 76 P M 47.59 optic_size 77.6611789835021 -22.43860642698 pond
12 2 80 P M 49.51 optic_size 114.268280318147 11.179448783909 pond
12 2 88 P F 39.77 optic_size 55.4194082683114 -32.5062413672914 pond
12 2 89 P M 40.42 optic_size 92.3561850918777 3.41861879979514 pond
12 2 91 P M 44.65 optic_size 112.05356916502 16.5307606315388 pond
12 2 92 P M 36.79 optic_size 46.8246568324748 -36.4617441318826 pond
12 2 93 P F 47.05 optic_size 77.1301814354291 -22.1289347527467 pond
12 2 94 P M 45.91 optic_size 69.061694896213 -28.422675155983 pond
12 2 96 P M 51.61 optic_size 60.4989759842409 -45.8591247478542 pond
12 2 100 P M 37.64 optic_size 98.0897657863217 13.4800891942601 pond
13 7 54 P F 38.7 optic_size 71.6143827729678 -14.6454963665838 pond
13 7 58 P F 38.18 optic_size 76.635166735282 -8.81517907908585 pond
13 7 61 P F 39.22 optic_size 68.853368085243 -18.2160443794924 pond
13 7 64 P M 35.13 optic_size 91.1911325219946 10.4890110188009 pond
13 7 67 P F 30.98 optic_size 49.5158788610965 -24.7255439891882 pond
13 7 69 P M 44.64 optic_size 67.2625586208118 -28.2446819641085 pond
13 7 71 P M 43.14 optic_size 76.1458503807589 -17.0261979199773 pond
13 7 79 P M 62.37 optic_size 42.547766797049 -80.561446586926 pond
13 7 80 P F 46.61 optic_size 89.9549379373659 -8.61918851411597 pond
13 7 81 P F 40.39 optic_size 60.7303155815406 -28.1605468648583 pond
13 7 82 P M 41.42 optic_size 58.2415977643398 -32.2527633838654 pond
13 7 84 P M 36.15 optic_size 55.5338298327393 -26.7562224236996 pond
13 7 88 P M 55.64 optic_size 82.9065832419473 -29.7254007603222 pond
13 7 89 P M 55.08 optic_size 67.7213135639725 -44.0388653188683 pond
13 7 91 P F 41.57 optic_size 50.4771945230916 -40.2506858535321 pond
13 7 92 P F 42.09 optic_size 76.4613782009262 -15.0760355008812 pond
13 7 94 P F 46.96 optic_size 96.558382551315 -2.56062209980979 pond
13 7 95 P M 45.71 optic_size 83.3057148594932 -13.8672962214782 pond
13 7 97 P M 39.95 optic_size 72.2034583813423 -16.0024143283626 pond
13 7 100 P M 46.98 optic_size 98.8798823669152 -0.270258181332022 pond
14 2 76 NP M 43.52 optic_size 154.985637392847 61.2220070467844 pond
14 2 77 NP M 47.02 optic_size 137.655522301509 38.443109959017 pond
14 2 80 NP M 42.4 optic_size 101.815887218499 9.79586711129399 pond
14 2 82 NP F 48.86 optic_size 119.919058556743 17.8421436789855 pond
14 2 83 NP F 31.36 optic_size 77.1285903344918 2.29558543888049 pond
14 2 84 NP F 34.03 optic_size 72.423144470088 -6.5665026913708 pond
14 2 85 NP F 43.03 optic_size 115.466085415251 22.4652845486878 pond
14 2 86 NP M 49.95 optic_size 137.647769515859 33.8739482449274 pond
14 2 88 NP F 42.51 optic_size 124.787832760056 32.5965652186767 pond
14 2 89 NP F 45.32 optic_size 114.875764394167 18.3099033070836 pond
14 2 90 NP F 38.87 optic_size 109.343465607373 22.818931342281 pond
14 2 91 NP F 39.43 optic_size 106.535022707399 19.1386833228783 pond
14 2 93 NP F 43.57 optic_size 121.970556977793 28.1290868889245 pond
14 2 94 NP M 43.4 optic_size 107.751328525464 14.1745135621357 pond
14 2 95 NP M 40.1 optic_size 81.188494964917 -7.25089697320638 pond
14 2 97 NP F 42.45 optic_size 102.418223294442 10.3203634444307 pond
14 2 98 NP M 40.7 optic_size 95.8252486401063 6.45177978830936 pond
14 2 99 NP M 42.33 optic_size 98.1845527658425 6.27350829856561 pond
14 2 100 NP M 46.23 optic_size 98.3059125339699 0.323368127814694 pond
5 1 53 NP M 33.53 optic_size 81.7467541205293 3.53550438713183 pond
5 1 54 NP F 27.91 optic_size 61.749211834282 -7.71285080770606 pond
5 1 56 NP M 28.05 optic_size 114.939860563298 45.2598466414532 pond
5 1 58 NP F 26.94 optic_size 87.9627565986297 20.0107849670806 pond
5 1 61 NP M 37.97 optic_size 85.2188734775675 0.0954545829854476 pond
5 1 64 NP M 26.05 optic_size 79.5428948649768 12.9764706553769 pond
5 1 65 NP M 34.8 optic_size 78.7444570562975 -1.44392214437575 pond
5 1 78 NP F 33.35 optic_size 75.9478504914385 -1.98317616785688 pond
5 1 82 NP F 32.48 optic_size 79.0994331088943 2.52281797442567 pond
5 1 84 NP F 34.78 optic_size 79.0482020469481 -1.10904125660266 pond
5 1 87 NP F 37.86 optic_size 83.2020285440313 -1.75014291637725 pond
5 1 89 NP F 37.69 optic_size 87.3390460893648 2.65152975449705 pond
5 1 91 NP F 42.89 optic_size 114.34507626568 21.5622266789747 pond
5 1 93 NP F 34.51 optic_size 70.1580960162925 -9.57881267610512 pond
5 1 94 NP M 34.11 optic_size 67.2519298244992 -11.8622609254494 pond
5 1 95 NP F 35.33 optic_size 65.492801657513 -15.5206788169053 pond
5 1 97 NP M 39.55 optic_size 76.9019974059685 -10.6811573612874 pond
5 1 98 NP M 39.95 optic_size 112.008320761422 23.8024480517169 pond
5 1 99 NP M 37.63 optic_size 72.9865845994672 -11.6075240440332 pond
5 1 100 NP M 36.41 optic_size 84.5376600146273 1.84284109559657 pond
6 6 52 NP M 30.89 optic_size 61.7829368396641 -12.3183744735695 pond
6 6 54 NP F 30.6 optic_size 105.04860645645 31.3987656514917 pond
6 6 57 NP M 31.22 optic_size 62.1601319709214 -12.4549216448327 pond
6 6 58 NP M 35.13 optic_size 57.9071153289823 -22.7950061742114 pond
6 6 64 NP M 44.26 optic_size 115.723092340614 20.8074338010207 pond
6 6 69 NP F 37.53 optic_size 93.7214947649225 9.28306560703444 pond
6 6 72 NP M 35.74 optic_size 87.9714865153295 6.31972014990098 pond
6 6 73 NP M 36.73 optic_size 76.8528917947075 -6.34010147828246 pond
6 6 75 NP F 28.91 optic_size 68.3439186072162 -2.67493889089454 pond
6 6 76 NP F 35.24 optic_size 132.54094831197 51.6675793746032 pond
6 6 77 NP F 42.91 optic_size 124.522371889766 31.7083864059381 pond
